facility,facility_name,betweenness,pagerank,clustering_coeff,in_degree,out_degree,weighted_in_degree,weighted_out_degree,in_legs,in_excess_minutes,in_late_legs,out_legs,out_excess_minutes,out_late_legs,legs_touched,late_legs_touched,excess_minutes_touched,sla_contribution_pct,betweenness_score,weighted_in_degree_score,weighted_out_degree_score,excess_minutes_touched_score,chokepoint_score
IND786181AAC,Margherita_CivilHPL_D (Assam),1.9709266421103807e-05,0.0009490745857574143,0.03903920936721536,2,3,13,22,15.0,2574.080227684157,10.0,22.0,656.1719150641028,14.0,37.0,24.0,3230.2521427482598,0.5889118918080403,0.00013998359081241032,0.018922852983988356,0.028683181225554105,0.09774082668890488,0.03400540777091905
IND425405AAA,Shirpur_KrantiNgr_D (Maharashtra),0.0015690765989689864,0.0008335284259858046,0.0,1,1,3,8,5.0,0.0,0.0,9.0,3500.7891891891895,6.0,14.0,6.0,3500.7891891891895,0.6382338879814219,0.01114424920189911,0.004366812227074236,0.010430247718383311,0.10592672469332944,0.03334158038308856
IND342005AAD,Jodhpur_Basni_I (Rajasthan),0.005160542924592347,0.0012773192257212356,0.017320554587133424,2,3,25,14,25.0,973.3509171367109,11.0,15.0,262.4321941736076,3.0,40.0,14.0,1235.7831113103184,0.22529738787728495,0.03665237019438277,0.036390101892285295,0.018252933507170794,0.03739227081044324,0.033105004350535996
IND742102AAB,Berhampore_Central_I_2 (West Bengal),0.006026655687875297,0.0017656859774824432,0.0,5,4,24,21,24.0,440.8985045257775,13.0,21.0,305.4712059414277,6.0,45.0,19.0,746.3697104672052,0.13607173024131192,0.04280387132397258,0.034934497816593885,0.027379400260756193,0.022583621739991344,0.033090040013858256
IND176310AAA,Chamba_Bangotu_D (Himachal Pradesh),1.6424388684253174e-06,0.0011275920197874245,0.0,1,1,10,13,10.0,2360.278416511194,1.0,13.0,1010.2739316239326,12.0,23.0,13.0,3370.5523481351265,0.6144902230726518,1.1665299234367529e-05,0.01455604075691412,0.01694915254237288,0.1019860241079115,0.031801627541567304
IND632006AAA,Vellore_GndhiNgr_IP (Tamil Nadu),0.003687822739237646,0.0011474273798077698,0.017009582511480725,3,4,30,38,30.0,133.93395909645918,3.0,40.0,393.42146187146193,6.0,70.0,9.0,527.3554209679211,0.09614292163373293,0.026192485214233223,0.043668122270742356,0.04954367666232073,0.01595669703988708,0.03179890387156602
IND125001AAA,Hisar_ModelTwn_P (Haryana),0.004397356330397383,0.0009350149783787962,0.00875478916446036,3,5,20,27,22.0,482.89184188705605,8.0,30.0,566.9964482821215,9.0,52.0,17.0,1049.8882901691775,0.19140663695206275,0.031231894483479995,0.02911208151382824,0.035202086049543675,0.03176747352137997,0.031735864962237376
IND641062AAD,Coimbatore_Karayam_H (Tamil Nadu),4.872568642995108e-05,0.0017031331798415374,0.00586369805044147,4,4,48,44,53.0,533.116397118277,19.0,46.0,192.28232863451268,8.0,99.0,27.0,725.3987257527897,0.13224848000093392,0.0003460705439529033,0.06986899563318777,0.05736636245110821,0.0219490826105711,0.031055466959885487
IND560058AAD,Bengaluru_Peenya_L (Karnataka),0.0,0.001188189719436489,0.0,1,1,42,27,43.0,584.7952127659576,17.0,27.0,874.9728515625001,10.0,70.0,27.0,1459.7680643284575,0.26613240526581056,0.0,0.0611353711790393,0.035202086049543675,0.04416959762779892,0.030309890852666325
IND700065AAA,CCU_Beliaghata_DPC (West Bengal),0.0,0.001100781998040076,0.0,1,1,28,23,30.0,360.39586776859505,10.0,23.0,1760.171875,10.0,53.0,20.0,2120.567742768595,0.38660374048648455,0.0,0.040756914119359534,0.02998696219035202,0.06416404511744647,0.03018978654130393
IND788026AAC,Silchar_Sirikona_H (Assam),0.002376609042611434,0.001190966636302514,0.0,2,2,21,31,23.0,995.2308578431374,10.0,34.0,331.1177882896805,11.0,57.0,21.0,1326.348646132818,0.24180852016293627,0.01687968799212981,0.03056768558951965,0.04041720990873533,0.040132598763772225,0.030138019587839487
IND416606AAA,Malvan_BllvMarg_D (Maharashtra),0.0,0.0005585000090938959,0.0,1,1,8,4,8.0,8.721112929623615,2.0,4.0,3498.540540540541,4.0,12.0,6.0,3507.2616534701647,0.6394138922089327,0.0,0.011644832605531296,0.005215123859191656,0.1061225682317223,0.029902633350875164
IND605010AAB,Pondicherry_Vasanthm_I (Pondicherry),0.007105190544807923,0.0012094351481400014,0.0,2,3,23,18,23.0,75.91388888888892,1.0,18.0,16.334362139917715,1.0,41.0,2.0,92.24825102880664,0.01681791068580099,0.05046408448787393,0.033478893740902474,0.02346805736636245,0.0027912435059914914,0.029749630668706735
IND560048AAB,Bengaluru_Hoodi_IP (Karnataka),0.0007774210643879835,0.0010698193922268199,0.047377238325179295,3,2,44,30,46.0,408.1264915307242,15.0,30.0,540.5468168218085,11.0,76.0,26.0,948.6733083525328,0.17295398874168375,0.005521574970933963,0.06404657933042213,0.03911342894393742,0.02870491507117657,0.029740781662492936
IND121002AAB,Faridabad_Mthurard_L (Haryana),0.0,0.0009302979906315563,0.0,1,1,38,24,38.0,629.2967406624384,16.0,24.0,974.777115987461,9.0,62.0,25.0,1604.0738566498994,0.2924410008179137,0.0,0.055312954876273655,0.03129074315514994,0.048535995919387134,0.029454738586131502
IND208012AAA,Kanpur_Central_D_7 (Uttar Pradesh),0.0,0.0007013798612436336,0.0,1,1,13,8,13.0,3.700000000000003,2.0,8.0,3105.6097713097715,6.0,21.0,8.0,3109.3097713097713,0.566862714958646,0.0,0.018922852983988356,0.010430247718383311,0.09408135775467572,0.029390959579143262
IND560060AAB,Bengaluru_Kengeri_IP (Karnataka),0.0,0.0015914589089526653,0.12629822257838344,3,2,69,25,69.0,165.26233244220697,17.0,25.0,189.5209523809524,3.0,94.0,20.0,354.78328482315936,0.06468104847979984,0.0,0.10043668122270742,0.03259452411994785,0.010735016965120928,0.029289995309811287
IND151001AAA,Bhatinda_DPC (Punjab),0.0027811964838668707,0.001476659729150725,0.0,3,3,30,33,32.0,487.84752252252264,6.0,35.0,170.53633634020616,3.0,67.0,9.0,658.3838588627289,0.12003090369560168,0.01975324003686235,0.043668122270742356,0.04302477183833116,0.019921349727555743,0.02923255026660546
IND411014AAA,PNQ Vadgaon Sheri DPC (Maharashtra),0.0004062298801238618,0.0007672317748264716,0.0,1,2,31,13,34.0,701.9212996031747,15.0,15.0,1332.8998520181153,8.0,49.0,23.0,2034.82115162129,0.37097115671991593,0.0028852173439669017,0.04512372634643377,0.01694915254237288,0.0615695285490393,0.028816783985409572
IND202001AAB,Aligarh_KhirByps_I (Uttar Pradesh),0.004366149991897302,0.001029306401898619,0.0,2,2,26,11,28.0,803.2707181857945,6.0,14.0,112.27252939368327,4.0,42.0,10.0,915.5432475794778,0.16691399994100278,0.03101025379802701,0.03784570596797671,0.014341590612777053,0.027702467155312927,0.028216664934288437
IND600044AAD,Chennai_Chrompet_DPC (Tamil Nadu),0.0023782514814798595,0.0010984099925293578,0.023294755741317816,4,4,34,37,35.0,120.0385186743193,12.0,39.0,226.55923216390894,21.0,74.0,33.0,346.59775083822825,0.06318873206253606,0.01689135329136418,0.049490538573508006,0.048239895697522815,0.010487339439274103,0.028079895366002153
IND206001AAA,Etawah_MhraChng_D (Uttar Pradesh),0.00857708951072841,0.0007312057896209299,0.0,1,1,11,13,11.0,0.7712765957446948,1.0,13.0,0.0,0.0,24.0,1.0,0.7712765957446948,0.0001406125401470467,0.060918136818406285,0.01601164483260553,0.01694915254237288,2.333725317484162e-05,0.027919341674731594
IND206122AAA,Auraiya_AryaNagr_D (Uttar Pradesh),0.008594608858658282,0.000660522270127347,0.0,1,1,12,11,12.0,14.388235294117635,2.0,11.0,0.7712765957446948,1.0,23.0,3.0,15.15951188986233,0.0027637523114061907,0.06104256667690622,0.017467248908296942,0.014341590612777053,0.0004586958413267429,0.02784134020146366
IND577002AAA,Davangere_Central_I_1 (Karnataka),0.006156408358480897,0.001354222502393097,0.0,2,2,20,23,23.0,44.029069704875795,3.0,24.0,47.00383408952854,4.0,47.0,7.0,91.03290379440433,0.01659633899189397,0.04372542996348761,0.02911208151382824,0.02998696219035202,0.0027544695830420927,0.02781232662381724
IND500039AAC,Hyderabad_Uppal_I (Telangana),0.0031677170975696286,0.0012234531712051722,0.0,3,3,30,22,32.0,163.34849336965726,12.0,24.0,554.8012454212455,12.0,56.0,24.0,718.1497387909028,0.1309269068119801,0.022498473790016838,0.043668122270742356,0.028683181225554105,0.021729743083190083,0.027777162296562706
IND431603AAA,Nanded_Aswningr_I (Maharashtra),0.0024319044845150864,0.0004591024338744388,0.0,1,2,15,18,19.0,1311.438452257202,6.0,20.0,297.6565789473686,9.0,39.0,15.0,1609.0950312045707,0.2933564183380996,0.017272419733020187,0.021834061135371178,0.02346805736636245,0.04868792639732974,0.027277752206236225
IND421302AAR,Mumbai_East_I_21 (Maharashtra),0.0012258068754680952,0.0015555271054436515,0.0,5,3,38,35,38.0,313.62938401875914,19.0,36.0,202.67689393939398,16.0,74.0,35.0,516.3062779581531,0.09412853655628695,0.008706201661916298,0.055312954876273655,0.04563233376792699,0.015622372558622331,0.02714182145016642
IND560078AAC,BLR_JPNagar_Pc (Karnataka),0.0,0.001180924315406039,0.18830123439443214,3,2,51,28,51.0,292.57668269230777,16.0,28.0,305.6023333333334,9.0,79.0,25.0,598.1790160256412,0.10905487262298393,0.0,0.07423580786026202,0.03650586701434159,0.018099674251607877,0.02667325353782269
IND560083AAB,Bengaluru_Bnnrghta_L (Karnataka),0.0,0.0011154783949575903,0.0,1,1,39,24,40.0,751.3636363636365,9.0,25.0,435.78227746591836,9.0,65.0,18.0,1187.145913829555,0.21643027078707894,0.0,0.056768558951965066,0.03129074315514994,0.035920608636865414,0.026592012580639354
IND205001AAB,Mainpuri_Agraroad_I (Uttar Pradesh),0.005505455086961664,0.001178999091615879,0.0,2,2,13,11,15.0,53.31523668639056,2.0,13.0,713.4851190476192,6.0,28.0,8.0,766.8003557340097,0.13979647042357407,0.03910208303359995,0.018922852983988356,0.014341590612777053,0.023201811302266902,0.02613907060667979
IND110085AAB,Delhi_Rohini_DPC (Delhi),0.0016052102540743433,0.0011489640071725771,0.016882396652265163,3,4,35,17,36.0,488.0280320533557,14.0,18.0,452.2573412698413,8.0,54.0,22.0,940.285373323197,0.17142477230030517,0.011400885785055196,0.050946142649199416,0.02216427640156454,0.02845111330346608,0.02572517216078863
IND605601AAA,Villupuram_Thirumtr_IP (Tamil Nadu),0.004741173533521083,0.0015803443593587793,0.0,3,3,23,24,23.0,103.27355349549626,3.0,24.0,19.786096256684502,1.0,47.0,4.0,123.05964975218076,0.022435180889357413,0.03367383045654093,0.033478893740902474,0.03129074315514994,0.003723533447946884,0.02567065140098653
IND811399AAA,Noida_Sector02_C (Uttar Pradesh),0.0020333393191105426,0.00030948258180591896,0.11791852147740918,1,2,7,35,7.0,242.4561403508772,3.0,35.0,971.2513888888889,14.0,42.0,17.0,1213.707529239766,0.22127275691182977,0.014441640452146997,0.010189228529839884,0.04563233376792699,0.03672430882299949,0.025399963823554694
IND691001AAB,Kollam_Central_H_1 (Kerala),0.002343212785620119,0.0012472253674886253,0.0,2,2,26,24,26.0,711.9299386236489,7.0,26.0,0.0,0.0,52.0,7.0,711.9299386236489,0.12979296614069583,0.01664249357436434,0.03784570596797671,0.03129074315514994,0.02154154464439268,0.02503754873675102
IND802212AAA,Bikramgang_Dehrird_D (Bihar),0.0007757786255195582,0.0006458930696529546,0.0,1,1,5,5,5.0,36.037500000000016,3.0,5.0,2649.8641891891893,4.0,10.0,7.0,2685.9016891891893,0.4896705814565529,0.005509909671699596,0.00727802037845706,0.00651890482398957,0.08126989470336722,0.02500532710142599
IND390022AAA,Vadodara_Karelibaug_DPC (Gujarat),0.0029520101261831036,0.0013009441591315175,0.06980687719080132,3,3,22,35,24.0,221.60670329984114,5.0,36.0,56.91176470588234,3.0,60.0,8.0,278.5184680057235,0.05077710056317123,0.020966431157236568,0.03202328966521106,0.04563233376792699,0.00842739950567637,0.0249762254680795
IND174001AAA,BilaspurHP_Indsarea_D (Himachal Pradesh),0.0012252593958452867,0.0008636060324270811,0.0,2,1,24,10,24.0,1564.398299255332,14.0,10.0,59.6564102564103,4.0,34.0,18.0,1624.0547095117422,0.296083738703011,0.008702313228838176,0.034934497816593885,0.01303780964797914,0.04914057568293598,0.02492541504374196
IND244001AAA,Moradabad_DC (Uttar Pradesh),0.0036117230716672727,0.0005357532057317922,0.16453077026998703,1,1,13,9,13.0,1163.3321428571426,6.0,9.0,3.9607142857143174,1.0,22.0,7.0,1167.292857142857,0.212810831605595,0.02565199301637419,0.018922852983988356,0.011734028683181226,0.03531989572434068,0.023939547820250054
IND792121AAB,Jairampur_Mdiclcly_D (Arunachal Pradesh),0.0,0.0004269783976356938,0.0,1,1,7,7,7.0,87.70000000000005,4.0,7.0,2539.9543010752686,5.0,14.0,9.0,2627.6543010752684,0.47905141675634405,0.0,0.010189228529839884,0.009126466753585397,0.07950744780599268,0.02374000100818323
IND583101AAA,Bellary_Dc (Karnataka),0.0039703222246068,0.0009424815363778552,0.04104489042006171,2,2,17,21,18.0,267.09621748895177,7.0,21.0,169.56250000000017,7.0,39.0,14.0,436.65871748895194,0.07960787580257067,0.028198916682544435,0.024745269286754003,0.027379400260756193,0.01321240019114298,0.023597654796178334
IND570020AAA,Mysore_Yadvgiri_IP (Karnataka),0.002870435662384646,0.0015826784104762462,0.0,3,2,23,16,23.0,616.029198409434,8.0,17.0,118.05691001400558,9.0,40.0,17.0,734.0861084234396,0.13383228917041876,0.020387054628596316,0.033478893740902474,0.020860495436766623,0.022211945051789007,0.02355633321848978
IND271210AAA,Tulsipur_Central_DPP_1 (Uttar Pradesh),5.474796228084391e-07,0.0011275920197874245,0.2448570357561652,1,1,6,9,7.0,2326.2596396396398,2.0,9.0,209.97767857142867,4.0,16.0,6.0,2536.2373182110687,0.4623850557594791,3.88843307812251e-06,0.008733624454148471,0.011734028683181226,0.07674135677541748,0.02328023077289765
IND500080AAB,Hyderabad_Chikdply_I (Telangana),0.00038871053219399174,0.00117562999086043,0.0,2,1,21,16,21.0,343.47962962962964,7.0,16.0,1235.0763760049476,7.0,37.0,14.0,1578.5560056345773,0.28778880487400094,0.0027607874854669815,0.03056768558951965,0.020860495436766623,0.04776387791022147,0.023192881302726065
IND176303AAA,Dalhousie_Banikhet_D (Himachal Pradesh),1.6424388684253174e-06,0.0011275920197874245,0.0,1,1,9,10,10.0,0.6087084148727939,1.0,10.0,2360.278416511194,1.0,20.0,2.0,2360.8871249260665,0.43041671103190043,1.1665299234367529e-05,0.013100436681222707,0.01303780964797914,0.07143561837037958,0.023090636713167294
IND68004AAA,Thrissur_Poothole_D (Kerala),0.002330620754295525,0.0009661786445734776,0.061146555111670366,2,2,19,20,19.0,434.5277474533923,3.0,20.0,408.9558983452682,8.0,39.0,11.0,843.4836457986605,0.15377671079688962,0.01655305961356752,0.027656477438136828,0.02607561929595828,0.025522090906746113,0.022920512938254187
IND244235AAA,Gajraula_JawaharN_D (Uttar Pradesh),0.005195034140829278,0.0005919873640394666,0.0,1,1,15,14,15.0,221.69173553718997,4.0,14.0,27.504831066874658,1.0,29.0,5.0,249.19656660406463,0.045431382748348174,0.036897341478304486,0.021834061135371178,0.018252933507170794,0.007540178707905958,0.02281651312289145
IND301001AAB,Alwar_Central_I_1 (Rajasthan),0.0012236169569768613,0.0012178821207307349,0.025378368497256748,3,1,24,8,26.0,1245.9287197261292,8.0,12.0,103.33441558441564,2.0,38.0,10.0,1349.2631353105448,0.2459860934838811,0.008690647929603808,0.034934497816593885,0.010430247718383311,0.04082594436541913,0.022321161973711555
IND786001AAB,Dibrugarh_Bokule_H (Assam),5.474796228084391e-05,0.001312847300019697,0.01115405981920439,3,4,27,28,31.0,548.7916345738477,12.0,29.0,346.84753770739064,11.0,60.0,23.0,895.6391722812383,0.16328525948342254,0.00038884330781225094,0.039301310043668124,0.03650586701434159,0.027100210523893133,0.022072583200309515
IND388320AAA,Anand_Vaghasi_IP (Gujarat),0.002397960747900963,0.0018395533636988396,0.027759387020605503,4,2,38,12,38.0,143.2395806399483,7.0,13.0,88.3463036437247,3.0,51.0,10.0,231.58588428367298,0.04222075404723736,0.01703133688217659,0.055312954876273655,0.01564537157757497,0.007007315459934759,0.021904462064515223
IND122001AAA,GGN_DPC (Haryana),0.0008124597602477236,0.0009502997488920734,0.0,1,2,39,16,41.0,483.905826499209,12.0,18.0,91.06004901960785,7.0,59.0,19.0,574.9658755188168,0.10482285175075286,0.005770434687933803,0.056768558951965066,0.020860495436766623,0.01739729207123344,0.02189478603633153
IND515134AAA,Puttaprthi_Gokulam_D (Andhra Pradesh),0.003971964663475226,0.0015646485121397523,0.0,3,2,21,18,21.0,88.88161892361114,4.0,18.0,8.116890707188773,2.0,39.0,6.0,96.99850963079992,0.017683937130875092,0.028210581981778806,0.03056768558951965,0.02346805736636245,0.0029349766210014826,0.021414596440049373
IND244221AAA,Amroha_SamitiRd_D (Uttar Pradesh),0.004967282617740968,0.0007793745381953415,0.0,1,1,14,15,14.0,93.79691731557062,3.0,15.0,41.78496621621633,3.0,29.0,6.0,135.58188353178696,0.024718127253580333,0.03527975331780552,0.020378457059679767,0.01955671447196871,0.004102430644674422,0.02136055562873023
IND610001AAA,Thiruvarur_Bypasrd_D (Tamil Nadu),0.003515914137675796,0.0018821806954625977,0.024627799381110066,2,2,22,22,22.0,49.19176913630151,6.0,22.0,5.401882352941186,1.0,44.0,7.0,54.593651489242696,0.009953046746340113,0.024971517227702755,0.03202328966521106,0.028683181225554105,0.001651892295932266,0.021294298281832064
IND591123AAC,Ramdurg_GndhiNGR_D (Karnataka),0.0012154047626347349,0.0007211316031964307,0.0,1,1,13,13,13.0,1432.2953065134102,4.0,13.0,0.0,0.0,26.0,4.0,1432.2953065134102,0.2611238074650585,0.008632321433431971,0.018922852983988356,0.01694915254237288,0.04333832813501492,0.021030295640727167
IND500050AAA,Patancheru_Ameenpur_I (Telangana),0.0004062298801238618,0.0008790347641810085,0.0,1,2,14,21,16.0,124.01986417657047,2.0,21.0,1236.9096139705885,10.0,37.0,12.0,1360.929478147159,0.2481130011451965,0.0028852173439669017,0.020378457059679767,0.027379400260756193,0.041178944051789346,0.020856133547422946
IND271201AAA,Balrampur_PBRDDPP_D (Uttar Pradesh),5.474796228084391e-07,0.0011275920197874245,0.2448570357561652,1,1,5,6,5.0,2347.0625,4.0,6.0,1.8700000000000117,1.0,11.0,5.0,2348.9325,0.42823724625022064,3.88843307812251e-06,0.00727802037845706,0.007822685788787484,0.07107389585727711,0.02078997614934553
IND452001AAC,Jalgaon_DC (Maharashtra),1.6424388684253174e-06,0.0011275920197874245,0.0,1,1,7,5,8.0,52.60472636815919,2.0,5.0,2236.4,2.0,13.0,4.0,2289.0047263681595,0.4173117280609981,1.1665299234367529e-05,0.010189228529839884,0.00651890482398957,0.06926060392910638,0.020660860507774513
IND785001AAA,Jorhat_RicMilRd_D (Assam),2.1351705289529124e-05,0.000604357407695751,0.0,3,1,10,11,14.0,1734.7562580402596,10.0,14.0,220.79092261904776,7.0,28.0,17.0,1955.5471806593073,0.3565186056040029,0.00015164889004677787,0.01455604075691412,0.014341590612777053,0.05917086023637184,0.020625318444547566
IND796321AAB,Champhai_AwmpiVng_D (Mizoram),0.0,0.0011275920197874245,0.0,1,1,4,3,4.0,684.8142493638679,4.0,3.0,1779.5584960937501,3.0,7.0,7.0,2464.3727454576183,0.44928332263650245,0.0,0.005822416302765648,0.003911342894393742,0.07456688170654834,0.020588472266068962
IND796009AAA,Aizawl_HunthrVg_I (Mizoram),0.0,0.0011275920197874245,0.0,1,1,3,4,3.0,1779.5584960937501,3.0,4.0,684.8142493638679,4.0,7.0,7.0,2464.3727454576183,0.44928332263650245,0.0,0.004366812227074236,0.005215123859191656,0.07456688170654834,0.020558107643890263
